Subject	Object	IRI	DiseaseLocation	Direct	Inherited
MONDO:0003393	thymus gland disorder	http://purl.obolibrary.org/obo/MONDO_0003393		0	0
MONDO:0003403	testicular non-seminomatous germ cell cancer	http://purl.obolibrary.org/obo/MONDO_0003403	CL:0000066	0	0
MONDO:0003406	sleep-wake disorder	http://purl.obolibrary.org/obo/MONDO_0003406	UBERON:0000955	9	4
MONDO:0003408	ovarian primitive germ cell tumor	http://purl.obolibrary.org/obo/MONDO_0003408	CL:0000586	0	0
MONDO:0003409	colonic disorder	http://purl.obolibrary.org/obo/MONDO_0003409		0	69
MONDO:0003413	hair follicle neoplasm	http://purl.obolibrary.org/obo/MONDO_0003413		0	0
MONDO:0003429	functioning pituitary gland adenoma	http://purl.obolibrary.org/obo/MONDO_0003429	CL:0000066	1	0
MONDO:0003430	prolactin producing pituitary tumor	http://purl.obolibrary.org/obo/MONDO_0003430	UBERON:0001474	0	3
MONDO:0003438	combined small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0003438	UBERON:0002048	0	0
MONDO:0003441	dystonic disorder	http://purl.obolibrary.org/obo/MONDO_0003441		0	1
MONDO:0003443	papillary urothelial neoplasm	http://purl.obolibrary.org/obo/MONDO_0003443	CL:0000066	0	1
MONDO:0003446	papillary hidradenoma	http://purl.obolibrary.org/obo/MONDO_0003446	UBERON:0001820	0	0
MONDO:0003448	benign spiradenoma	http://purl.obolibrary.org/obo/MONDO_0003448	UBERON:0001820	0	0
MONDO:0003453	conjunctival intraepithelial neoplasm	http://purl.obolibrary.org/obo/MONDO_0003453	UBERON:0000970	0	0
MONDO:0003454	conjunctival cancer	http://purl.obolibrary.org/obo/MONDO_0003454	UBERON:0000970	0	0
MONDO:0003455	bile duct papillary neoplasm	http://purl.obolibrary.org/obo/MONDO_0003455	UBERON:0002107	0	0
MONDO:0003468	biphasic synovial sarcoma	http://purl.obolibrary.org/obo/MONDO_0003468		0	0
MONDO:0003472	lice infestation	http://purl.obolibrary.org/obo/MONDO_0003472		1	0
MONDO:0003473	spinal cord ependymoma	http://purl.obolibrary.org/obo/MONDO_0003473		0	0
MONDO:0003478	childhood ependymoma	http://purl.obolibrary.org/obo/MONDO_0003478		0	0
MONDO:0003495	ovarian squamous cell neoplasm	http://purl.obolibrary.org/obo/MONDO_0003495	CL:0000066	0	0
MONDO:0003500	squamous cell bile duct carcinoma	http://purl.obolibrary.org/obo/MONDO_0003500	UBERON:0002394	0	0
MONDO:0003510	malignant testicular germ cell tumor	http://purl.obolibrary.org/obo/MONDO_0003510	CL:0000066	0	0
MONDO:0003512	mediastinal mesenchymal tumor	http://purl.obolibrary.org/obo/MONDO_0003512		0	0
MONDO:0003519	malignant syringoma	http://purl.obolibrary.org/obo/MONDO_0003519	UBERON:0001820	1	0
MONDO:0003523	gastrin-producing neuroendocrine tumor	http://purl.obolibrary.org/obo/MONDO_0003523		0	0
MONDO:0003531	papillary eccrine carcinoma	http://purl.obolibrary.org/obo/MONDO_0003531	CL:0000066	0	0
MONDO:0003537	precursor T-lymphoblastic lymphoma/leukemia	http://purl.obolibrary.org/obo/MONDO_0003537		0	15
MONDO:0003540	acute T cell leukemia	http://purl.obolibrary.org/obo/MONDO_0003540		0	4
MONDO:0003541	adult acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0003541		0	0
MONDO:0003544	spinal cord cancer	http://purl.obolibrary.org/obo/MONDO_0003544		0	0
MONDO:0003546	third cranial nerve disorder	http://purl.obolibrary.org/obo/MONDO_0003546		0	0
MONDO:0003549	adenosquamous bile duct carcinoma	http://purl.obolibrary.org/obo/MONDO_0003549	UBERON:0002394	0	0
MONDO:0003561	malignant giant cell tumor of soft parts	http://purl.obolibrary.org/obo/MONDO_0003561	UBERON:0001474	0	0
MONDO:0003569	cranial nerve neuropathy	http://purl.obolibrary.org/obo/MONDO_0003569		1	19
MONDO:0003572	nasopharyngeal type undifferentiated carcinoma	http://purl.obolibrary.org/obo/MONDO_0003572	CL:0000066	0	0
MONDO:0003578	extragonadal nonseminomatous germ cell tumor	http://purl.obolibrary.org/obo/MONDO_0003578		0	0
MONDO:0003582	hereditary breast ovarian cancer syndrome	http://purl.obolibrary.org/obo/MONDO_0003582		0	0
MONDO:0003594	mixed liposarcoma	http://purl.obolibrary.org/obo/MONDO_0003594	UBERON:0001013	0	0
MONDO:0003603	non-functioning pituitary gland neoplasm	http://purl.obolibrary.org/obo/MONDO_0003603	UBERON:0001474	0	0
MONDO:0003604	functioning pituitary gland neoplasm	http://purl.obolibrary.org/obo/MONDO_0003604	UBERON:0001474	0	1
MONDO:0003606	adrenal medulla cancer	http://purl.obolibrary.org/obo/MONDO_0003606		0	0
MONDO:0003607	neuritis of upper limb	http://purl.obolibrary.org/obo/MONDO_0003607		1	3
MONDO:0003608	optic atrophy	http://purl.obolibrary.org/obo/MONDO_0003608		1	0
MONDO:0003619	salpingitis	http://purl.obolibrary.org/obo/MONDO_0003619		1	0
MONDO:0003624	acinic cell breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0003624	UBERON:0001911	0	0
MONDO:0003632	endocervicitis	http://purl.obolibrary.org/obo/MONDO_0003632		0	0
MONDO:0003641	central nervous system hematopoietic neoplasm	http://purl.obolibrary.org/obo/MONDO_0003641		0	3
MONDO:0003649	esophageal neuroendocrine tumor	http://purl.obolibrary.org/obo/MONDO_0003649		0	0
MONDO:0003656	hemoglobinuria	http://purl.obolibrary.org/obo/MONDO_0003656		0	0
MONDO:0003659	pediatric lymphoma	http://purl.obolibrary.org/obo/MONDO_0003659		0	4
MONDO:0003660	adult lymphoma	http://purl.obolibrary.org/obo/MONDO_0003660		0	0
MONDO:0003661	breast lymphoma	http://purl.obolibrary.org/obo/MONDO_0003661		0	0
MONDO:0003668	extragonadal seminoma	http://purl.obolibrary.org/obo/MONDO_0003668		0	0
MONDO:0003680	periosteal chondrosarcoma	http://purl.obolibrary.org/obo/MONDO_0003680	UBERON:0001474	0	0
MONDO:0003681	myxoid chondrosarcoma	http://purl.obolibrary.org/obo/MONDO_0003681	UBERON:0001474	0	0
MONDO:0003684	clear cell chondrosarcoma	http://purl.obolibrary.org/obo/MONDO_0003684	UBERON:0001474	0	0
MONDO:0003686	apocrine sweat gland neoplasm	http://purl.obolibrary.org/obo/MONDO_0003686	UBERON:0001820	0	0
MONDO:0003688	well differentiated papillary mesothelioma	http://purl.obolibrary.org/obo/MONDO_0003688	CL:0000222	0	0
MONDO:0003689	familial hemolytic anemia	http://purl.obolibrary.org/obo/MONDO_0003689		1	4
MONDO:0003710	ovarian mixed germ cell neoplasm	http://purl.obolibrary.org/obo/MONDO_0003710	CL:0000586	0	0
MONDO:0003714	bladder urachal squamous cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0003714	CL:0000066	0	0
MONDO:0003715	bladder urachal carcinoma	http://purl.obolibrary.org/obo/MONDO_0003715	CL:0000066	0	0
MONDO:0003719	renal pelvis neoplasm	http://purl.obolibrary.org/obo/MONDO_0003719		0	0
MONDO:0003724	non-proliferative fibrocystic change of the breast	http://purl.obolibrary.org/obo/MONDO_0003724	UBERON:0001911	0	0
MONDO:0003735	central nervous system immature teratoma	http://purl.obolibrary.org/obo/MONDO_0003735		0	0
MONDO:0003739	selective immunoglobulin deficiency disease	http://purl.obolibrary.org/obo/MONDO_0003739		0	1
MONDO:0003744	spindle cell intraocular melanoma	http://purl.obolibrary.org/obo/MONDO_0003744	UBERON:0000014	0	0
MONDO:0003751	childhood germ cell tumor	http://purl.obolibrary.org/obo/MONDO_0003751		0	0
MONDO:0003755	urinary tract non-invasive transitional cell neoplasm	http://purl.obolibrary.org/obo/MONDO_0003755	CL:0000066	0	1
MONDO:0003756	ovarian mucinous neoplasm	http://purl.obolibrary.org/obo/MONDO_0003756	CL:0000066	0	1
MONDO:0003761	leptomeningeal melanoma	http://purl.obolibrary.org/obo/MONDO_0003761	UBERON:0010743	0	0
MONDO:0003762	malignant leptomeningeal tumor	http://purl.obolibrary.org/obo/MONDO_0003762	UBERON:0010743	0	0
MONDO:0003766	thalamic cancer	http://purl.obolibrary.org/obo/MONDO_0003766		0	0
MONDO:0003778	inborn error of immunity	http://purl.obolibrary.org/obo/MONDO_0003778		0	62
MONDO:0003780	T-cell immunodeficiency	http://purl.obolibrary.org/obo/MONDO_0003780		2	0
MONDO:0003783	lymphopenia	http://purl.obolibrary.org/obo/MONDO_0003783		0	0
MONDO:0003789	hereditary papillary renal cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0003789	UBERON:0002113	0	0
MONDO:0003805	malignant pericardial mesothelioma	http://purl.obolibrary.org/obo/MONDO_0003805	UBERON:0001004	0	0
MONDO:0003812	ovarian endometrial cancer	http://purl.obolibrary.org/obo/MONDO_0003812	CL:0000066	0	1
MONDO:0003816	articular cartilage disorder	http://purl.obolibrary.org/obo/MONDO_0003816		1	1
MONDO:0003827	transient hypogammaglobulinemia	http://purl.obolibrary.org/obo/MONDO_0003827		0	0
MONDO:0003832	complement deficiency	http://purl.obolibrary.org/obo/MONDO_0003832		0	9
MONDO:0003837	TSH producing pituitary tumor	http://purl.obolibrary.org/obo/MONDO_0003837	CL:0000066	0	0
MONDO:0003865	acral lentiginous melanoma	http://purl.obolibrary.org/obo/MONDO_0003865	UBERON:0000014	0	0
MONDO:0003869	childhood brain stem glioma	http://purl.obolibrary.org/obo/MONDO_0003869		0	0
MONDO:0003890	infiltrating bladder urothelial carcinoma	http://purl.obolibrary.org/obo/MONDO_0003890	CL:0000066	0	0
MONDO:0003892	acinar lung adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0003892	UBERON:0002048	0	0
MONDO:0003901	cerebellar hemangioblastoma	http://purl.obolibrary.org/obo/MONDO_0003901	CL:0000066	0	0
MONDO:0003915	cortical thymoma	http://purl.obolibrary.org/obo/MONDO_0003915	UBERON:0002370	0	0
MONDO:0003916	overnutrition	http://purl.obolibrary.org/obo/MONDO_0003916		0	15
MONDO:0003922	ovarian clear cell malignant adenofibroma	http://purl.obolibrary.org/obo/MONDO_0003922	CL:0000066	0	0
MONDO:0003937	spondylitis	http://purl.obolibrary.org/obo/MONDO_0003937		0	7
MONDO:0003939	muscle tissue disorder	http://purl.obolibrary.org/obo/MONDO_0003939		0	66
MONDO:0003947	hyper-IgM syndrome	http://purl.obolibrary.org/obo/MONDO_0003947		0	1
MONDO:0003978	colon small cell neuroendocrine carcinoma	http://purl.obolibrary.org/obo/MONDO_0003978	CL:0000066	0	0
MONDO:0003987	lung lymphoma	http://purl.obolibrary.org/obo/MONDO_0003987	UBERON:0001004	0	0
MONDO:0004001	compartment syndrome	http://purl.obolibrary.org/obo/MONDO_0004001		0	0
MONDO:0004007	breast intraductal proliferative lesion	http://purl.obolibrary.org/obo/MONDO_0004007		0	3
MONDO:0004021	mediastinal malignant lymphoma	http://purl.obolibrary.org/obo/MONDO_0004021		0	0
MONDO:0004037	retinal edema	http://purl.obolibrary.org/obo/MONDO_0004037	UBERON:0000966	0	0
MONDO:0004041	urothelial papilloma	http://purl.obolibrary.org/obo/MONDO_0004041	CL:0000066	1	0
MONDO:0004050	telangiectatic osteogenic sarcoma	http://purl.obolibrary.org/obo/MONDO_0004050	UBERON:0001474	0	0
MONDO:0004069	inborn mitochondrial metabolism disorder	http://purl.obolibrary.org/obo/MONDO_0004069		0	4
MONDO:0004087	basaloid large cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0004087	CL:0000066	0	0
MONDO:0004093	esophageal basaloid carcinoma	http://purl.obolibrary.org/obo/MONDO_0004093	UBERON:0001043	0	0
MONDO:0004095	B-cell neoplasm	http://purl.obolibrary.org/obo/MONDO_0004095		0	22
MONDO:0004111	refractory hematologic cancer	http://purl.obolibrary.org/obo/MONDO_0004111		0	0
MONDO:0004116	esophageal small cell neuroendocrine carcinoma	http://purl.obolibrary.org/obo/MONDO_0004116	UBERON:0001043	0	0
MONDO:0004126	thyroiditis	http://purl.obolibrary.org/obo/MONDO_0004126		2	12
MONDO:0004139	normocytic anemia	http://purl.obolibrary.org/obo/MONDO_0004139		0	11
MONDO:0004163	bladder urachal urothelial carcinoma	http://purl.obolibrary.org/obo/MONDO_0004163	CL:0000066	0	0
MONDO:0004166	hereditary fallopian tube carcinoma	http://purl.obolibrary.org/obo/MONDO_0004166	CL:0000066	0	0
MONDO:0004169	premenstrual tension	http://purl.obolibrary.org/obo/MONDO_0004169		0	0
MONDO:0004180	benign urinary system neoplasm	http://purl.obolibrary.org/obo/MONDO_0004180		2	2
MONDO:0004183	axonal neuropathy	http://purl.obolibrary.org/obo/MONDO_0004183		0	0
MONDO:0004187	nodular fasciitis	http://purl.obolibrary.org/obo/MONDO_0004187	CL:0000057	0	0
MONDO:0004192	urethra cancer	http://purl.obolibrary.org/obo/MONDO_0004192	UBERON:0000057	0	0
MONDO:0004202	adrenal medulla carcinoma	http://purl.obolibrary.org/obo/MONDO_0004202	CL:0000066	0	0
MONDO:0004222	ovarian clear cell cystadenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0004222	CL:0000066	0	0
MONDO:0004245	ependymal tumor of brain	http://purl.obolibrary.org/obo/MONDO_0004245		0	0
MONDO:0004247	peptic ulcer disease	http://purl.obolibrary.org/obo/MONDO_0004247		1	7
MONDO:0004251	small intestine neoplasm	http://purl.obolibrary.org/obo/MONDO_0004251		0	9
MONDO:0004255	Wolffian adnexal tumor	http://purl.obolibrary.org/obo/MONDO_0004255	CL:0000066	0	0
MONDO:0004259	endocervical carcinoma	http://purl.obolibrary.org/obo/MONDO_0004259	UBERON:0000002	1	0
MONDO:0004263	pediatric infratentorial ependymoblastoma	http://purl.obolibrary.org/obo/MONDO_0004263		0	0
MONDO:0004270	breast ductal adenoma	http://purl.obolibrary.org/obo/MONDO_0004270	CL:0000066	0	0
MONDO:0004301	fibrosarcomatous osteosarcoma	http://purl.obolibrary.org/obo/MONDO_0004301	UBERON:0001474	0	0
MONDO:0004321	endometrial mixed adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0004321	UBERON:0001295	0	0
MONDO:0004323	muscular atrophy	http://purl.obolibrary.org/obo/MONDO_0004323		0	0
MONDO:0004331	bladder urachal adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0004331	CL:0000066	0	0
MONDO:0004338	retinal cell cancer	http://purl.obolibrary.org/obo/MONDO_0004338	UBERON:0000970	0	5
MONDO:0004346	signet ring cell intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/MONDO_0004346	CL:0000066	0	0
MONDO:0004348	retinal telangiectasia	http://purl.obolibrary.org/obo/MONDO_0004348	UBERON:0000966	0	0
MONDO:0004355	childhood leukemia	http://purl.obolibrary.org/obo/MONDO_0004355		0	6
MONDO:0004357	carcinoma of supraglottis	http://purl.obolibrary.org/obo/MONDO_0004357	CL:0000066	0	0
MONDO:0004359	delusional disorder	http://purl.obolibrary.org/obo/MONDO_0004359	UBERON:0000955	1	0
MONDO:0004379	female breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0004379	CL:0000066	0	0
MONDO:0004380	dendritic cell sarcoma	http://purl.obolibrary.org/obo/MONDO_0004380	UBERON:0001744	0	0
MONDO:0004386	uterine corpus atypical polypoid adenomyoma	http://purl.obolibrary.org/obo/MONDO_0004386	UBERON:0000995	0	0
MONDO:0004389	mite infestation	http://purl.obolibrary.org/obo/MONDO_0004389		0	0
MONDO:0004392	intracranial extraskeletal myxoid chondrosarcoma	http://purl.obolibrary.org/obo/MONDO_0004392		0	0
MONDO:0004403	childhood precursor T-lymphoblastic lymphoma/leukemia	http://purl.obolibrary.org/obo/MONDO_0004403		0	0
MONDO:0004427	supraglottis neoplasm	http://purl.obolibrary.org/obo/MONDO_0004427	UBERON:0001004	0	0
MONDO:0004435	liver fibrosarcoma	http://purl.obolibrary.org/obo/MONDO_0004435	CL:0000057	0	0
MONDO:0004458	bladder mixed adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0004458	CL:0000066	0	0
MONDO:0004479	malignant childhood germ cell neoplasm	http://purl.obolibrary.org/obo/MONDO_0004479		0	0
MONDO:0004483	thyroid gland oncocytic adenoma	http://purl.obolibrary.org/obo/MONDO_0004483	UBERON:0002046	0	0
MONDO:0004497	tertiary syphilis	http://purl.obolibrary.org/obo/MONDO_0004497	UBERON:0000079,UBERON:0000474	1	0
MONDO:0004514	chronic rhinitis	http://purl.obolibrary.org/obo/MONDO_0004514	UBERON:0001004	0	0
MONDO:0004526	mixed endometrial stromal and smooth muscle tumor	http://purl.obolibrary.org/obo/MONDO_0004526	UBERON:0000995	0	0
MONDO:0004527	congenital granular cell tumor	http://purl.obolibrary.org/obo/MONDO_0004527		0	0
MONDO:0004528	lymph node palisaded myofibroblastoma	http://purl.obolibrary.org/obo/MONDO_0004528	CL:0000057	0	0
MONDO:0004532	auditory system cancer	http://purl.obolibrary.org/obo/MONDO_0004532		0	0
MONDO:0004557	congenital fibrosarcoma	http://purl.obolibrary.org/obo/MONDO_0004557	CL:0000057	0	0
MONDO:0004565	intestinal obstruction	http://purl.obolibrary.org/obo/MONDO_0004565		4	2
MONDO:0004566	postgastrectomy syndrome	http://purl.obolibrary.org/obo/MONDO_0004566		0	0
MONDO:0004567	ileus	http://purl.obolibrary.org/obo/MONDO_0004567		0	1
MONDO:0004569	brachial plexus neuropathy from injury	http://purl.obolibrary.org/obo/MONDO_0004569		0	0
MONDO:0004571	intestinal impaction	http://purl.obolibrary.org/obo/MONDO_0004571		1	0
MONDO:0004573	ariboflavinosis	http://purl.obolibrary.org/obo/MONDO_0004573		0	0
MONDO:0004579	retinoschisis	http://purl.obolibrary.org/obo/MONDO_0004579	UBERON:0000966	2	0
MONDO:0004580	retinal degeneration	http://purl.obolibrary.org/obo/MONDO_0004580	UBERON:0000966	0	14
MONDO:0004582	rheumatic myocarditis	http://purl.obolibrary.org/obo/MONDO_0004582	UBERON:0002349	0	0
MONDO:0004586	rheumatoid lung disease	http://purl.obolibrary.org/obo/MONDO_0004586	UBERON:0001004	0	0
MONDO:0004587	hereditary night blindness	http://purl.obolibrary.org/obo/MONDO_0004587	UBERON:0000966	0	0
MONDO:0004588	night blindness	http://purl.obolibrary.org/obo/MONDO_0004588	UBERON:0000966	0	0
MONDO:0004593	Bartholin duct cyst	http://purl.obolibrary.org/obo/MONDO_0004593		1	0
MONDO:0004596	cor pulmonale	http://purl.obolibrary.org/obo/MONDO_0004596	UBERON:0000948	3	0
MONDO:0004600	monocytic leukemia	http://purl.obolibrary.org/obo/MONDO_0004600		0	0
MONDO:0004603	collagenopathy	http://purl.obolibrary.org/obo/MONDO_0004603		0	3
MONDO:0004617	recurrent hypersomnia	http://purl.obolibrary.org/obo/MONDO_0004617	UBERON:0000955	0	0
MONDO:0004618	diplegia of upper limb	http://purl.obolibrary.org/obo/MONDO_0004618		1	0
MONDO:0004627	duodenitis	http://purl.obolibrary.org/obo/MONDO_0004627		8	0
MONDO:0004630	substance-induced psychosis	http://purl.obolibrary.org/obo/MONDO_0004630	UBERON:0000955	0	0
MONDO:0004634	vein disorder	http://purl.obolibrary.org/obo/MONDO_0004634		2	9
MONDO:0004640	alcoholic gastritis	http://purl.obolibrary.org/obo/MONDO_0004640	UBERON:0000945	2	0
MONDO:0004641	skin carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004641	CL:0000066	13	0
MONDO:0004643	myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0004643	CL:0000763	3	4
MONDO:0004647	in situ carcinoma	http://purl.obolibrary.org/obo/MONDO_0004647	CL:0000066	2	28
MONDO:0004649	anaerobic pneumonia	http://purl.obolibrary.org/obo/MONDO_0004649	UBERON:0002048	0	0
MONDO:0004651	smallpox	http://purl.obolibrary.org/obo/MONDO_0004651		0	0
MONDO:0004657	disseminated chorioretinitis	http://purl.obolibrary.org/obo/MONDO_0004657	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004658	breast carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004658	CL:0000066	5	3
MONDO:0004663	colon carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004663	CL:0000066	0	0
MONDO:0004669	salivary gland cancer	http://purl.obolibrary.org/obo/MONDO_0004669	UBERON:0003679	0	2
MONDO:0004670	lupus erythematosus	http://purl.obolibrary.org/obo/MONDO_0004670		1	11
MONDO:0004671	penis carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004671	CL:0000066	0	0
MONDO:0004674	chorioretinitis	http://purl.obolibrary.org/obo/MONDO_0004674	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004675	mitochondrial encephalomyopathy	http://purl.obolibrary.org/obo/MONDO_0004675		0	0
MONDO:0004678	dermatophytosis	http://purl.obolibrary.org/obo/MONDO_0004678		1	0
MONDO:0004680	primary thrombocytopenia	http://purl.obolibrary.org/obo/MONDO_0004680		0	1
MONDO:0004681	learning disability	http://purl.obolibrary.org/obo/MONDO_0004681	UBERON:0000955	0	0
MONDO:0004685	Waldeyer's ring cancer	http://purl.obolibrary.org/obo/MONDO_0004685	UBERON:0001042	0	0
MONDO:0004686	lattice corneal dystrophy	http://purl.obolibrary.org/obo/MONDO_0004686	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004689	inborn metal metabolism disorder	http://purl.obolibrary.org/obo/MONDO_0004689		0	0
MONDO:0004693	squamous carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004693	CL:0000066	0	0
MONDO:0004695	liver lymphoma	http://purl.obolibrary.org/obo/MONDO_0004695	UBERON:0002423	0	0
MONDO:0004697	esophageal leukoplakia	http://purl.obolibrary.org/obo/MONDO_0004697		0	0
MONDO:0004698	intestine carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004698	CL:0000066	0	0
MONDO:0004699	gastrointestinal lymphoma	http://purl.obolibrary.org/obo/MONDO_0004699		0	0
MONDO:0004700	parotid gland cancer	http://purl.obolibrary.org/obo/MONDO_0004700	UBERON:0001831	0	0
MONDO:0004705	liver solitary fibrous tumor	http://purl.obolibrary.org/obo/MONDO_0004705	CL:0000057	0	0
MONDO:0004710	uterus carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004710	UBERON:0000995	2	5
MONDO:0004724	submandibular gland cancer	http://purl.obolibrary.org/obo/MONDO_0004724	UBERON:0003679	0	0
MONDO:0004725	rectum carcinoma in situ	http://purl.obolibrary.org/obo/MONDO_0004725	UBERON:0001052	0	0
MONDO:0004727	vestibule of mouth cancer	http://purl.obolibrary.org/obo/MONDO_0004727	UBERON:0003679	0	0
MONDO:0004730	speech disorder	http://purl.obolibrary.org/obo/MONDO_0004730	UBERON:0000955	2	0
MONDO:0004731	central sleep apnea syndrome	http://purl.obolibrary.org/obo/MONDO_0004731	UBERON:0001004	0	0
MONDO:0004736	inborn disorder of amino acid metabolism	http://purl.obolibrary.org/obo/MONDO_0004736		0	11
MONDO:0004737	homocystinuria	http://purl.obolibrary.org/obo/MONDO_0004737		0	0
MONDO:0004739	urea cycle disorder	http://purl.obolibrary.org/obo/MONDO_0004739		0	1
MONDO:0004741	tyrosinemia	http://purl.obolibrary.org/obo/MONDO_0004741		0	0
MONDO:0004746	myopathy of extraocular muscle	http://purl.obolibrary.org/obo/MONDO_0004746	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004748	lip disorder	http://purl.obolibrary.org/obo/MONDO_0004748		0	2
MONDO:0004750	language disorder	http://purl.obolibrary.org/obo/MONDO_0004750	UBERON:0000955	0	0
MONDO:0004751	disease of orbital part of eye adnexa	http://purl.obolibrary.org/obo/MONDO_0004751	UBERON:0000033,UBERON:0000974	0	1
MONDO:0004756	nasal cavity neoplasm	http://purl.obolibrary.org/obo/MONDO_0004756	UBERON:0001004	0	0
MONDO:0004768	keratoconjunctivitis	http://purl.obolibrary.org/obo/MONDO_0004768	UBERON:0000033,UBERON:0000974	2	0
MONDO:0004777	acute laryngitis	http://purl.obolibrary.org/obo/MONDO_0004777	UBERON:0001004	1	0
MONDO:0004782	diabetes insipidus	http://purl.obolibrary.org/obo/MONDO_0004782		1	0
MONDO:0004784	allergic asthma	http://purl.obolibrary.org/obo/MONDO_0004784	UBERON:0001004	8	0
MONDO:0004789	cholangitis	http://purl.obolibrary.org/obo/MONDO_0004789		0	9
MONDO:0004790	fatty liver disease	http://purl.obolibrary.org/obo/MONDO_0004790		0	1
MONDO:0004800	chronic dacryoadenitis	http://purl.obolibrary.org/obo/MONDO_0004800	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004804	dacryoadenitis	http://purl.obolibrary.org/obo/MONDO_0004804	UBERON:0000033,UBERON:0000974	3	0
MONDO:0004805	leukocyte disorder	http://purl.obolibrary.org/obo/MONDO_0004805		8	48
MONDO:0004812	acute dacryoadenitis	http://purl.obolibrary.org/obo/MONDO_0004812	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004820	peripheral nerve schwannoma	http://purl.obolibrary.org/obo/MONDO_0004820		0	0
MONDO:0004821	nasopharyngeal disorder	http://purl.obolibrary.org/obo/MONDO_0004821	UBERON:0001004	0	4
MONDO:0004822	bronchiectasis	http://purl.obolibrary.org/obo/MONDO_0004822	UBERON:0002048,UBERON:0003126	0	0
MONDO:0004828	lower urinary tract calculus	http://purl.obolibrary.org/obo/MONDO_0004828		2	2
MONDO:0004830	fasciitis	http://purl.obolibrary.org/obo/MONDO_0004830		0	0
MONDO:0004843	pathologic nystagmus	http://purl.obolibrary.org/obo/MONDO_0004843	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004847	senile cataract	http://purl.obolibrary.org/obo/MONDO_0004847	UBERON:0000033,UBERON:0000974	3	1
MONDO:0004848	ulcerative stomatitis	http://purl.obolibrary.org/obo/MONDO_0004848		0	0
MONDO:0004857	tendinitis	http://purl.obolibrary.org/obo/MONDO_0004857	UBERON:0000383	5	4
MONDO:0004860	vitreous disorder	http://purl.obolibrary.org/obo/MONDO_0004860	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004863	purulent endophthalmitis	http://purl.obolibrary.org/obo/MONDO_0004863	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004867	upper respiratory tract disorder	http://purl.obolibrary.org/obo/MONDO_0004867	UBERON:0001004	2	55
MONDO:0004869	pelvic varices	http://purl.obolibrary.org/obo/MONDO_0004869		0	7
MONDO:0004874	ganglion or cyst of synovium/tendon/bursa	http://purl.obolibrary.org/obo/MONDO_0004874		0	0
MONDO:0004880	bowel dysfunction	http://purl.obolibrary.org/obo/MONDO_0004880		0	0
MONDO:0004884	eye degenerative disorder	http://purl.obolibrary.org/obo/MONDO_0004884	UBERON:0000033,UBERON:0000974	1	0
MONDO:0004885	choroidal sclerosis	http://purl.obolibrary.org/obo/MONDO_0004885	UBERON:0002203	0	0
MONDO:0004891	hyperopia	http://purl.obolibrary.org/obo/MONDO_0004891	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004892	refractive error	http://purl.obolibrary.org/obo/MONDO_0004892	UBERON:0000033,UBERON:0000974	0	4
MONDO:0004897	hypotropia	http://purl.obolibrary.org/obo/MONDO_0004897	UBERON:0000033,UBERON:0000974	0	0
MONDO:0004900	peripheral vertigo	http://purl.obolibrary.org/obo/MONDO_0004900		1	1
MONDO:0004907	alopecia	http://purl.obolibrary.org/obo/MONDO_0004907		0	3
MONDO:0004917	internal hordeolum	http://purl.obolibrary.org/obo/MONDO_0004917	UBERON:0000033,UBERON:0000974	0	3
MONDO:0004928	lymph node disorder	http://purl.obolibrary.org/obo/MONDO_0004928		0	3
MONDO:0004933	hypoplastic left heart syndrome	http://purl.obolibrary.org/obo/MONDO_0004933	EFO:0001955	0	0
MONDO:0004938	substance dependence	http://purl.obolibrary.org/obo/MONDO_0004938		0	35
