# Date and time run: 2023-08-07 20:41:41.057748
# Target Ontology: http://www.ebi.ac.uk/efo/efo.owl
# Text2term version: 3.0.0
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: ('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')
# Max Mappings: 1
# Term Type: classes
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 22406 entries, 11543 were successfully mapped to 5315 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags
met-d-non_HDL_C,Total cholesterol minus HDL-C,total cholesterol in IDL,EFO:0022184,http://www.ebi.ac.uk/efo/EFO_0022184,0.662,None
prot-a-1564,Insulin receptor,insulin receptor measurement,EFO:0008160,http://www.ebi.ac.uk/efo/EFO_0008160,0.859,None
met-a-658,X-12776,X-12776 measurement,EFO:0021333,http://www.ebi.ac.uk/efo/EFO_0021333,0.709,None
met-a-445,1-linoleoylglycerol (1-monolinolein),1-linoleoylglycerol 1-monolinolein measurement,EFO:0021108,http://www.ebi.ac.uk/efo/EFO_0021108,0.796,None
met-d-M_HDL_PL,Phospholipids in medium HDL,phospholipids in medium LDL measurement,EFO:0022183,http://www.ebi.ac.uk/efo/EFO_0022183,0.783,None
met-c-935,Sphingomyelins,sphingomyelin measurement,EFO:0010118,http://www.ebi.ac.uk/efo/EFO_0010118,0.803,None
prot-a-503,Carcinoembryonic antigen-related cell adhesion molecule 21,carcinoembryonic antigen-related cell adhesion molecule 21 measurement,EFO:0802369,http://www.ebi.ac.uk/efo/EFO_0802369,0.905,None
ieu-b-4860,Physical activity,physical activity,EFO:0003940,http://www.ebi.ac.uk/efo/EFO_0003940,0.995,None
prot-a-2407,Pregnancy-specific beta-1-glycoprotein 8,pregnancy-specific beta-1-glycoprotein 8 measurement,EFO:0802898,http://www.ebi.ac.uk/efo/EFO_0802898,0.695,None
prot-c-4330_4_2,PSA,psoriatic arthritis,EFO:0003778,http://www.ebi.ac.uk/efo/EFO_0003778,0.995,None
ebi-a-GCST90001602,Lymphocyte %leukocyte,lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.81,None
met-a-324,Threonine,threonine measurement,EFO:0009775,http://www.ebi.ac.uk/efo/EFO_0009775,0.831,None
prot-a-420,CD177 antigen,cD177 antigen measurement,EFO:0021866,http://www.ebi.ac.uk/efo/EFO_0021866,0.894,None
ieu-b-4808,25 hydroxyvitamin D level,25-hydroxyvitamin D2 measurement,EFO:0803356,http://www.ebi.ac.uk/efo/EFO_0803356,0.612,None
prot-a-2397,Proactivator polypeptide-like 1,proactivator polypeptide-like 1 measurement,EFO:0801912,http://www.ebi.ac.uk/efo/EFO_0801912,0.83,None
prot-a-32,A disintegrin and metalloproteinase with thrombospondin motifs 13,a disintegrin and metalloproteinase with thrombospondin motifs 13 measurement,EFO:0008011,http://www.ebi.ac.uk/efo/EFO_0008011,0.944,None
prot-a-1281,"GrpE protein homolog 1, mitochondrial","grpE protein homolog 1, mitochondrial measurement",EFO:0802581,http://www.ebi.ac.uk/efo/EFO_0802581,0.871,None
met-c-913,Concentration of medium VLDL particles,concentration of medium VLDL particles,EFO:0022152,http://www.ebi.ac.uk/efo/EFO_0022152,0.987,None
prot-a-2869,Signal transducer and activator of transcription 3,signal transducer and activator of transcription 3 measurement,EFO:0021907,http://www.ebi.ac.uk/efo/EFO_0021907,0.941,None
ukb-b-2053,Health satisfaction,health satisfaction measurement,EFO:0009724,http://www.ebi.ac.uk/efo/EFO_0009724,0.907,None
prot-a-201,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,sarcoplasmic/endoplasmic reticulum calcium ATPase 3 measurement,EFO:0802036,http://www.ebi.ac.uk/efo/EFO_0802036,0.869,None
prot-a-742,Growth-regulated alpha protein,growth-regulated alpha protein measurement,EFO:0008146,http://www.ebi.ac.uk/efo/EFO_0008146,0.81,None
ieu-b-35,C-Reactive protein level,C-reactive protein measurement,EFO:0004458,http://www.ebi.ac.uk/efo/EFO_0004458,0.792,None
prot-a-539,Secretogranin-1,secretogranin-1 measurement,EFO:0803047,http://www.ebi.ac.uk/efo/EFO_0803047,0.749,None
met-a-390,X-04494,X-04494 measurement,EFO:0021190,http://www.ebi.ac.uk/efo/EFO_0021190,0.674,None
met-d-XL_VLDL_FC,Free cholesterol in very large VLDL,free cholesterol in large LDL measurement,EFO:0022176,http://www.ebi.ac.uk/efo/EFO_0022176,0.76,None
prot-a-1230,Glucosamine-6-phosphate isomerase 1,glucosamine-6-phosphate isomerase 1 measurement,EFO:0801627,http://www.ebi.ac.uk/efo/EFO_0801627,0.737,None
prot-a-1194,Growth/differentiation factor 11/8,growth differentiation factor 15 measurement,EFO:0009181,http://www.ebi.ac.uk/efo/EFO_0009181,0.794,None
prot-a-979,Endoplasmic reticulum lectin 1,endoplasmic reticulum lectin 1 measurement,EFO:0801567,http://www.ebi.ac.uk/efo/EFO_0801567,0.91,None
ebi-a-GCST90001578,Transitional B cell %lymphocyte,transitional cell neoplasm,MONDO:0037254,http://purl.obolibrary.org/obo/MONDO_0037254,0.604,None
met-c-883,Total lipids in large LDL,total lipids in large LDL,EFO:0022163,http://www.ebi.ac.uk/efo/EFO_0022163,0.971,None
prot-a-1038,Protein FAM189A2,protein FAM189A2 measurement,EFO:0801949,http://www.ebi.ac.uk/efo/EFO_0801949,0.928,None
prot-a-1746,Leukocyte immunoglobulin-like receptor subfamily B member 4,leukocyte immunoglobulin-like receptor subfamily B member 4 measurement,EFO:0801768,http://www.ebi.ac.uk/efo/EFO_0801768,0.921,None
prot-a-871,E3 ubiquitin-protein ligase DTX1,E3 ubiquitin-protein ligase DTX1 measurement,EFO:0802503,http://www.ebi.ac.uk/efo/EFO_0802503,0.899,None
prot-a-3036,Tumor necrosis factor receptor superfamily member 11A,tumor necrosis factor receptor superfamily member 11A measurement,EFO:0020800,http://www.ebi.ac.uk/efo/EFO_0020800,0.948,None
ebi-a-GCST008045,Total cholesterol levels,total cholesterol measurement,EFO:0004574,http://www.ebi.ac.uk/efo/EFO_0004574,0.987,None
prot-c-2771_35_2,IGFBP-1,IGFBP-1 measurement,EFO:0005118,http://www.ebi.ac.uk/efo/EFO_0005118,0.629,None
prot-b-32,resistin,resistin measurement,EFO:0004819,http://www.ebi.ac.uk/efo/EFO_0004819,0.727,None
prot-c-2580_83_2,Myeloperoxidase,myeloperoxidase measurement,EFO:0005243,http://www.ebi.ac.uk/efo/EFO_0005243,0.875,None
prot-a-779,Probable ATP-dependent RNA helicase DDX58,probable ATP-dependent RNA helicase DDX58 measurement,EFO:0801913,http://www.ebi.ac.uk/efo/EFO_0801913,0.876,None
prot-a-1314,Heparin-binding EGF-like growth factor,heparin-binding egf-like growth factor measurement,EFO:0020438,http://www.ebi.ac.uk/efo/EFO_0020438,0.757,None
prot-a-1554,Inhibin beta A chain:Inhibin beta B chain heterodimer,inhibin beta A chain:inhibin beta B chain heterodimer measurement,EFO:0020470,http://www.ebi.ac.uk/efo/EFO_0020470,0.9,None
prot-a-2884,Syntaxin-18,syntaxin-18 measurement,EFO:0803124,http://www.ebi.ac.uk/efo/EFO_0803124,0.616,None
prot-a-2258,Phosphoglucomutase-1,Glycogen storage disease due to phosphoglucomutase deficiency,ORPHANET.ORDO:711,http://www.orpha.net/ORDO/Orphanet_711,0.889,None
met-a-378,Acetylphosphate,acetylphosphate measurement,EFO:0021035,http://www.ebi.ac.uk/efo/EFO_0021035,0.885,None
prot-a-2579,Roundabout homolog 3,roundabout homolog 3 measurement,EFO:0020714,http://www.ebi.ac.uk/efo/EFO_0020714,0.921,None
prot-a-1640,Killer cell immunoglobulin-like receptor 2DL2,killer cell immunoglobulin-like receptor 2DL2 measurement,EFO:0801744,http://www.ebi.ac.uk/efo/EFO_0801744,0.909,None
ebi-a-GCST90010228,Interleukin-2 receptor subunit alpha levels,interleukin 5 receptor subunit alpha measurement,EFO:0008186,http://www.ebi.ac.uk/efo/EFO_0008186,0.839,None
prot-a-836,DnaJ homolog subfamily B member 11,DnaJ homolog subfamily B member 11 measurement,EFO:0801537,http://www.ebi.ac.uk/efo/EFO_0801537,0.948,None
ebi-a-GCST90012046,P-selectin glycoprotein ligand 1 levels,P-selectin glycoprotein ligand 1 measurement,EFO:0010922,http://www.ebi.ac.uk/efo/EFO_0010922,0.709,None
ukb-d-30650_raw,Aspartate aminotransferase,aspartate aminotransferase measurement,EFO:0004736,http://www.ebi.ac.uk/efo/EFO_0004736,0.916,None
ebi-a-GCST90012050,Matrix metalloproteinase-10 levels,matrix metalloproteinase 8 measurement,EFO:0008466,http://www.ebi.ac.uk/efo/EFO_0008466,0.836,None
ebi-a-GCST90010332,Neuronal pentraxin receptor levels,neuronal pentraxin-1 measurement,EFO:0801833,http://www.ebi.ac.uk/efo/EFO_0801833,0.617,None
prot-a-598,UMP-CMP kinase,UMP-CMP kinase measurement,EFO:0008313,http://www.ebi.ac.uk/efo/EFO_0008313,0.681,None
ebi-a-GCST90012035,Tumor necrosis factor receptor superfamily member 6 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.902,None
prot-a-2962,Transforming growth factor beta-1,transforming growth factor beta measurement,EFO:0004818,http://www.ebi.ac.uk/efo/EFO_0004818,0.915,None
prot-a-1377,Heparan sulfate glucosamine 3-O-sulfotransferase 4,heparan sulfate glucosamine 3-O-sulfotransferase 4 measurement,EFO:0802593,http://www.ebi.ac.uk/efo/EFO_0802593,0.836,None
prot-a-2052,Nischarin,nischarin measurement,EFO:0801841,http://www.ebi.ac.uk/efo/EFO_0801841,0.828,None
prot-a-3159,NKG2D ligand 1,NKG2D ligand 1 measurement,EFO:0802814,http://www.ebi.ac.uk/efo/EFO_0802814,0.909,None
met-a-683,X-13429,X-13429 measurement,EFO:0021348,http://www.ebi.ac.uk/efo/EFO_0021348,0.702,None
ebi-a-GCST004617,Eosinophil percentage of granulocytes,eosinophil percentage of granulocytes,EFO:0007996,http://www.ebi.ac.uk/efo/EFO_0007996,0.992,None
prot-a-2286,"Phospholipase A2, membrane associated","phospholipase A2, membrane associated measurement",EFO:0008259,http://www.ebi.ac.uk/efo/EFO_0008259,0.837,None
ukb-a-17,Past tobacco smoking,nicotine dependence,EFO:0003768,http://www.ebi.ac.uk/efo/EFO_0003768,0.904,None
prot-a-345,Neuron-specific vesicular protein calcyon,neuron-specific vesicular protein calcyon measurement,EFO:0802805,http://www.ebi.ac.uk/efo/EFO_0802805,0.876,None
prot-a-2641,Scavenger receptor class F member 2,scavenger receptor class F member 2 measurement,EFO:0020716,http://www.ebi.ac.uk/efo/EFO_0020716,0.937,None
prot-c-3373_5_2,Granzyme H,granzyme h measurement,EFO:0020419,http://www.ebi.ac.uk/efo/EFO_0020419,0.874,None
ukb-b-7217,3mm asymmetry index (right),hemifacial hypertrophy,MONDO:0007590,http://purl.obolibrary.org/obo/MONDO_0007590,0.609,None
met-d-XL_VLDL_C,Cholesterol in very large VLDL,total cholesterol in large VLDL,EFO:0022177,http://www.ebi.ac.uk/efo/EFO_0022177,0.822,None
met-a-586,Eicosenoate (20:1n9 or 11),eicosenoate 20:1n9 or 11 measurement,EFO:0021065,http://www.ebi.ac.uk/efo/EFO_0021065,0.755,None
ebi-a-GCST90012114,Total testosterone levels,testosterone measurement,EFO:0004908,http://www.ebi.ac.uk/efo/EFO_0004908,0.868,None
prot-a-708,Di-N-acetylchitobiase,di-N-acetylchitobiase measurement,EFO:0801524,http://www.ebi.ac.uk/efo/EFO_0801524,0.659,None
met-c-866,Histidine,histidinemia,MONDO:0009345,http://purl.obolibrary.org/obo/MONDO_0009345,0.827,None
prot-a-445,T-cell surface glycoprotein CD3 epsilon chain,T-cell surface glycoprotein CD3 epsilon chain measurement,EFO:0802114,http://www.ebi.ac.uk/efo/EFO_0802114,0.881,None
prot-a-1120,Filamin-A,myofibrillar myopathy 5,MONDO:0012289,http://purl.obolibrary.org/obo/MONDO_0012289,0.697,None
prot-a-396,C-C motif chemokine 20,C-C motif chemokine 20 measurement,EFO:0010910,http://www.ebi.ac.uk/efo/EFO_0010910,0.705,None
met-b-155,CD27 on CD4 T,autosomal recessive lymphoproliferative disease,MONDO:0016536,http://purl.obolibrary.org/obo/MONDO_0016536,0.658,None
prot-a-1168,Polypeptide N-acetylgalactosaminyltransferase 11,polypeptide N-acetylgalactosaminyltransferase 11 measurement,EFO:0802883,http://www.ebi.ac.uk/efo/EFO_0802883,0.89,None
met-b-161,CD3 on 127+DN T,liver dysplastic nodule,EFO:0007834,http://www.ebi.ac.uk/efo/EFO_0007834,0.608,None
prot-b-65,vascular endothelial growth factor D,vascular endothelial growth factor,EFO:0003276,http://www.ebi.ac.uk/efo/EFO_0003276,0.968,None
prot-a-2763,Sodium- and chloride-dependent glycine transporter 1,sodium- and chloride-dependent glycine transporter 1 measurement,EFO:0803086,http://www.ebi.ac.uk/efo/EFO_0803086,0.818,None
prot-a-522,Complement factor H-related protein 5,complement factor H-related protein 5 measurement,EFO:0008098,http://www.ebi.ac.uk/efo/EFO_0008098,0.785,None
ebi-a-GCST001791,Urate levels,urate measurement,EFO:0004531,http://www.ebi.ac.uk/efo/EFO_0004531,0.988,None
ieu-a-59,Hip circumference,hip circumference,EFO:0005093,http://www.ebi.ac.uk/efo/EFO_0005093,0.993,None
prot-c-3606_2_1,Discoidin domain receptor 2,discoidin domain-containing receptor 2 measurement,EFO:0020327,http://www.ebi.ac.uk/efo/EFO_0020327,0.749,None
ebi-a-GCST90010346,Sialic acid-binding Ig-like lectin 7 levels,sialic acid-binding ig-like lectin 7 measurement,EFO:0020739,http://www.ebi.ac.uk/efo/EFO_0020739,0.638,None
prot-c-5034_79_1,Trypsin 2,trypsin-1 measurement,EFO:0020790,http://www.ebi.ac.uk/efo/EFO_0020790,0.682,None
ukb-a-317,Number of live births,number of stillbirths,EFO:0009722,http://www.ebi.ac.uk/efo/EFO_0009722,0.744,None
prot-a-239,Bcl-2-like protein 2,bcl-2-like protein 2 measurement,EFO:0021928,http://www.ebi.ac.uk/efo/EFO_0021928,0.618,None
prot-a-2475,Ras-related protein Rab-27B,ras-related protein Rab-27B measurement,EFO:0802993,http://www.ebi.ac.uk/efo/EFO_0802993,0.646,None
ieu-b-113,Fasting glucose,fasting blood glucose measurement,EFO:0004465,http://www.ebi.ac.uk/efo/EFO_0004465,0.861,None
prot-a-801,Beta-defensin 134,beta-defensin 134 measurement,EFO:0802327,http://www.ebi.ac.uk/efo/EFO_0802327,0.77,None
ubm-a-1158,NET100 0002,C1 100080002,EFO:0009494,http://www.ebi.ac.uk/efo/EFO_0009494,0.681,None
ebi-a-GCST001212,Proinsulin levels,insulin measurement,EFO:0004467,http://www.ebi.ac.uk/efo/EFO_0004467,0.727,None
met-c-948,Triglycerides in very large HDL,triglycerides in small HDL measurement,EFO:0022158,http://www.ebi.ac.uk/efo/EFO_0022158,0.68,None
prot-a-934,Engulfment and cell motility protein 1,engulfment and cell motility protein 1 measurement,EFO:0802522,http://www.ebi.ac.uk/efo/EFO_0802522,0.925,None
prot-a-1115,Inactive peptidyl-prolyl cis-trans isomerase FKBP6,inactive peptidyl-prolyl cis-trans isomerase FKBP6 measurement,EFO:0801694,http://www.ebi.ac.uk/efo/EFO_0801694,0.852,None
met-a-392,X-04498,X-04498 measurement,EFO:0021192,http://www.ebi.ac.uk/efo/EFO_0021192,0.674,None
ebi-a-GCST90011999,Placenta growth factor levels,placenta growth factor measurement,EFO:0010626,http://www.ebi.ac.uk/efo/EFO_0010626,0.81,None
prot-a-2753,Zinc transporter 3,zinc transporter 3 measurement,EFO:0803287,http://www.ebi.ac.uk/efo/EFO_0803287,0.9,None
ebi-a-GCST90010102,Angiotensin-converting enzyme 2 levels,angiotensin-converting enzyme 2 measurement,EFO:0020150,http://www.ebi.ac.uk/efo/EFO_0020150,0.813,None
ieu-a-61,Waist circumference,waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.992,None
ukb-b-4874,6mm asymmetry angle (right),hemifacial hypertrophy,MONDO:0007590,http://purl.obolibrary.org/obo/MONDO_0007590,0.602,None
ukb-d-4012_irnt,"Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed",deep vein thrombosis,EFO:0003907,http://www.ebi.ac.uk/efo/EFO_0003907,0.649,None
prot-a-2873,Stanniocalcin-1,stanniocalcin-1 measurement,EFO:0020753,http://www.ebi.ac.uk/efo/EFO_0020753,0.763,None
met-a-394,X-04500,X-04500 measurement,EFO:0021194,http://www.ebi.ac.uk/efo/EFO_0021194,0.623,None
ukb-d-30670_irnt,Urea,urea measurement,EFO:0011005,http://www.ebi.ac.uk/efo/EFO_0011005,0.738,None
prot-a-1103,Fibroblast growth factor receptor 3,fibroblast growth factor receptor 3 measurement,EFO:0020390,http://www.ebi.ac.uk/efo/EFO_0020390,0.929,None
ebi-a-GCST006344,Anti-cytomegalovirus IgG levels,Anti-cytomegalovirus IgG measurement,EFO:0009347,http://www.ebi.ac.uk/efo/EFO_0009347,0.734,None
ukb-a-13,Sleeplessness / insomnia,insomnia,EFO:0004698,http://www.ebi.ac.uk/efo/EFO_0004698,0.609,None
ieu-b-4904,Anti-Influenza virus subtype H3N2 IgG levels,anti-influenza A subtype H3N2 IgG measurement,EFO:0801090,http://www.ebi.ac.uk/efo/EFO_0801090,0.792,None
ebi-a-GCST90000447,CCL28 levels,CCL28 measurement,EFO:0010769,http://www.ebi.ac.uk/efo/EFO_0010769,0.758,None
prot-a-3091,Tryptase gamma,tryptase gamma measurement,EFO:0020792,http://www.ebi.ac.uk/efo/EFO_0020792,0.878,None
prot-a-1653,Kit ligand,kit ligand measurement,EFO:0010612,http://www.ebi.ac.uk/efo/EFO_0010612,0.833,None
prot-a-1356,"Hydroxymethylglutaryl-CoA synthase, mitochondrial","hydroxymethylglutaryl-CoA synthase, mitochondrial measurement",EFO:0802615,http://www.ebi.ac.uk/efo/EFO_0802615,0.87,None
prot-a-2898,SUN domain-containing protein 3,SUN domain-containing protein 3 measurement,EFO:0802102,http://www.ebi.ac.uk/efo/EFO_0802102,0.861,None
prot-a-2372,Glucosidase 2 subunit beta,glucosidase 2 subunit beta measurement,EFO:0801628,http://www.ebi.ac.uk/efo/EFO_0801628,0.916,None
prot-a-477,CUB domain-containing protein 1,CUB domain containing protein 1 measurement,EFO:0010776,http://www.ebi.ac.uk/efo/EFO_0010776,0.928,None
met-c-914,Phospholipids in medium VLDL,phospholipids in medium VLDL measurement,EFO:0022154,http://www.ebi.ac.uk/efo/EFO_0022154,0.92,None
prot-a-1830,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2","membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 measurement",EFO:0802739,http://www.ebi.ac.uk/efo/EFO_0802739,0.88,None
prot-c-4249_64_2,NDP kinase B,nucleoside diphosphate kinase A measurement,EFO:0009947,http://www.ebi.ac.uk/efo/EFO_0009947,0.788,None
ieu-a-2,Body mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.995,None
ieu-a-1088,Sleep duration,sleep duration,EFO:0005271,http://www.ebi.ac.uk/efo/EFO_0005271,0.995,None
prot-a-2267,PILR alpha-associated neural protein,PILR alpha-associated neural protein measurement,EFO:0021941,http://www.ebi.ac.uk/efo/EFO_0021941,0.838,None
ebi-a-GCST90012021,TNF-related apoptosis-inducing ligand receptor 2 levels,TNF-related apoptosis-inducing ligand receptor 2 measurement,EFO:0010930,http://www.ebi.ac.uk/efo/EFO_0010930,0.768,None
prot-a-686,Granulocyte colony-stimulating factor receptor,granulocyte colony-stimulating factor receptor measurement,EFO:0020416,http://www.ebi.ac.uk/efo/EFO_0020416,0.84,None
ebi-a-GCST90000457,CX3CL1 levels,CX3CL1 measurement,EFO:0009419,http://www.ebi.ac.uk/efo/EFO_0009419,0.818,None
prot-a-504,Carcinoembryonic antigen-related cell adhesion molecule 4,carcinoembryonic antigen-related cell adhesion molecule 4 measurement,EFO:0802370,http://www.ebi.ac.uk/efo/EFO_0802370,0.901,None
met-d-XL_VLDL_CE_pct,Cholesteryl esters to total lipids ratio in very large VLDL,cholesteryl esters:total lipids ratio,EFO:0020944,http://www.ebi.ac.uk/efo/EFO_0020944,0.687,None
prot-a-874,Dual specificity protein phosphatase 15,dual specificity protein phosphatase 15 measurement,EFO:0802494,http://www.ebi.ac.uk/efo/EFO_0802494,0.932,None
met-b-255,CD8:%TM (2),targeted mutation,EFO:0004019,http://www.ebi.ac.uk/efo/EFO_0004019,0.77,None
prot-a-1167,Polypeptide N-acetylgalactosaminyltransferase 10,polypeptide N-acetylgalactosaminyltransferase 10 measurement,EFO:0802882,http://www.ebi.ac.uk/efo/EFO_0802882,0.888,None
ebi-a-GCST90001919,CD45 on Natural Killer T,aggressive NK-cell leukemia,MONDO:0019470,http://purl.obolibrary.org/obo/MONDO_0019470,0.625,None
ebi-a-GCST90001585,CD14+ CD16+ monocyte %monocyte,monocyte count,EFO:0005091,http://www.ebi.ac.uk/efo/EFO_0005091,0.629,None
bbj-a-13,Creatine kinase,creatine kinase measurement,EFO:0004534,http://www.ebi.ac.uk/efo/EFO_0004534,0.841,None
prot-a-200,Sodium/potassium-transporting ATPase subunit beta-2,potassium-transporting ATPase subunit beta measurement,EFO:0801903,http://www.ebi.ac.uk/efo/EFO_0801903,0.765,None
prot-a-268,BPI fold-containing family B member 1,BPI fold-containing family B member 1 measurement,EFO:0801429,http://www.ebi.ac.uk/efo/EFO_0801429,0.857,None
prot-a-1826,Mucosal addressin cell adhesion molecule 1,mucosal addressin cell adhesion molecule 1 measurement,EFO:0802759,http://www.ebi.ac.uk/efo/EFO_0802759,0.941,None
prot-a-1280,Gastrin-releasing peptide,gastrin-releasing peptide measurement,EFO:0022000,http://www.ebi.ac.uk/efo/EFO_0022000,0.824,None
ukb-d-30800_raw,Oestradiol,estradiol measurement,EFO:0004697,http://www.ebi.ac.uk/efo/EFO_0004697,0.647,None
prot-a-2399,PH and SEC7 domain-containing protein 2,PH and SEC7 domain-containing protein 2 measurement,EFO:0803295,http://www.ebi.ac.uk/efo/EFO_0803295,0.865,None
prot-a-1774,Lymphoid-restricted membrane protein,lymphoid-restricted membrane protein measurement,EFO:0802716,http://www.ebi.ac.uk/efo/EFO_0802716,0.839,None
ebi-a-GCST90001587,CD16+ monocyte %monocyte,monocyte count,EFO:0005091,http://www.ebi.ac.uk/efo/EFO_0005091,0.692,None
met-a-585,X-12116,X-12116 measurement,EFO:0021289,http://www.ebi.ac.uk/efo/EFO_0021289,0.678,None
ebi-a-GCST90010289,Soluble calcium-activated nucleotidase 1 levels,soluble calcium-activated nucleotidase 1 measurement,EFO:0803089,http://www.ebi.ac.uk/efo/EFO_0803089,0.823,None
prot-a-1952,Macrophage scavenger receptor types I and II,macrophage scavenger receptor types I and II measurement,EFO:0008222,http://www.ebi.ac.uk/efo/EFO_0008222,0.914,None
ieu-b-4830,Waist-hip ratio,waist-hip ratio,EFO:0004343,http://www.ebi.ac.uk/efo/EFO_0004343,0.784,None
prot-a-1855,Mannan-binding lectin serine protease 1,mannan-binding lectin serine protease 1 measurement,EFO:0008223,http://www.ebi.ac.uk/efo/EFO_0008223,0.821,None
prot-a-3122,Thioredoxin domain-containing protein 11,thioredoxin domain-containing protein 11 measurement,EFO:0803147,http://www.ebi.ac.uk/efo/EFO_0803147,0.895,None
prot-a-759,Cytohesin-2,cytohesin-2 measurement,EFO:0801517,http://www.ebi.ac.uk/efo/EFO_0801517,0.72,None
met-a-401,Gamma-glutamylleucine,gamma-glutamylleucine measurement,EFO:0021140,http://www.ebi.ac.uk/efo/EFO_0021140,0.795,None
ebi-a-GCST90011774,Capecitabine drug response (AUC),response to fluoropyrimidines,EFO:0010825,http://www.ebi.ac.uk/efo/EFO_0010825,0.766,None
prot-a-5,Monoacylglycerol lipase ABHD12,monoacylglycerol lipase ABHD12 measurement,EFO:0802754,http://www.ebi.ac.uk/efo/EFO_0802754,0.949,None
prot-c-3709_4_2,ALT,Atypical Lipomatous Tumor,EFO:1000099,http://www.ebi.ac.uk/efo/EFO_1000099,0.999,None
ieu-a-80,Waist-to-hip ratio,waist-hip ratio,EFO:0004343,http://www.ebi.ac.uk/efo/EFO_0004343,0.745,None
ebi-a-GCST006351,Anti-measles virus IgG levels,Anti-measles virus IgG measurement,EFO:0009355,http://www.ebi.ac.uk/efo/EFO_0009355,0.736,None
prot-a-1997,"N-acetylglutamate synthase, mitochondrial","n-acetylglutamate synthase, mitochondrial measurement",EFO:0802776,http://www.ebi.ac.uk/efo/EFO_0802776,0.828,None
ebi-a-GCST90010282,Angiopoietin-related protein 1 levels,angiopoietin-related protein 1 measurement,EFO:0801382,http://www.ebi.ac.uk/efo/EFO_0801382,0.775,None
ebi-a-GCST004460,Eotaxin levels,eotaxin measurement,EFO:0008122,http://www.ebi.ac.uk/efo/EFO_0008122,0.707,None
met-a-716,X-14057,X-14057 measurement,EFO:0021362,http://www.ebi.ac.uk/efo/EFO_0021362,0.696,None
ieu-b-4900,Anti-Cytomegalovirus IgG levels,Anti-cytomegalovirus IgG measurement,EFO:0009347,http://www.ebi.ac.uk/efo/EFO_0009347,0.734,None
met-d-M_LDL_FC,Free cholesterol in medium LDL,total cholesterol in medium LDL,EFO:0022185,http://www.ebi.ac.uk/efo/EFO_0022185,0.791,None
prot-c-4907_56_1,D-dimer,D dimer measurement,EFO:0004507,http://www.ebi.ac.uk/efo/EFO_0004507,0.8,None
ebi-a-GCST90000473,Interleukin-12 subunit B levels,interleukin-12 subunit B measurement,EFO:0010787,http://www.ebi.ac.uk/efo/EFO_0010787,0.729,None
prot-a-1926,Adenylyltransferase and sulfurtransferase MOCS3,adenylyltransferase and sulfurtransferase MOCS3 measurement,EFO:0802257,http://www.ebi.ac.uk/efo/EFO_0802257,0.953,None
prot-a-3148,Ubiquitin domain-containing protein 2,ubiquitin domain-containing protein 2 measurement,EFO:0802180,http://www.ebi.ac.uk/efo/EFO_0802180,0.885,None
prot-a-185,Set1/Ash2 histone methyltransferase complex subunit ASH2,set1/Ash2 histone methyltransferase complex subunit ASH2 measurement,EFO:0803069,http://www.ebi.ac.uk/efo/EFO_0803069,0.874,None
prot-c-4294_16_2,Sphingosine kinase 1,sphingosine kinase 1 measurement,EFO:0020750,http://www.ebi.ac.uk/efo/EFO_0020750,0.885,None
prot-a-1282,GSK3-beta interaction protein,GSK3-beta interaction protein measurement,EFO:0802582,http://www.ebi.ac.uk/efo/EFO_0802582,0.736,None
ebi-a-GCST90014241,Forced vital capacity x sex interaction,vital capacity,EFO:0004312,http://www.ebi.ac.uk/efo/EFO_0004312,0.808,None
prot-c-4840_73_1,G-CSF,Abnormal cerebrospinal fluid morphology,HP:0002921,http://purl.obolibrary.org/obo/HP_0002921,0.625,None
ieu-b-103,HbA1C,HbA1c measurement,EFO:0004541,http://www.ebi.ac.uk/efo/EFO_0004541,0.997,None
prot-a-1660,Kallikrein-15,kallikrein-15 measurement,EFO:0802669,http://www.ebi.ac.uk/efo/EFO_0802669,0.745,None
prot-a-878,Segment polarity protein dishevelled homolog DVL-2,segment polarity protein dishevelled homolog DVL-2 measurement,EFO:0802044,http://www.ebi.ac.uk/efo/EFO_0802044,0.848,None
prot-c-5032_64_1,SSRP1,fact complex subunit ssrp1 measurement,EFO:0020371,http://www.ebi.ac.uk/efo/EFO_0020371,0.641,None
prot-a-1505,Interleukin-20,interleukin,EFO:0004100,http://www.ebi.ac.uk/efo/EFO_0004100,0.868,None
