Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
ukb-b-13019,Diagnoses - main ICD10: M25.5 Pain in joint,Arthralgia,HP:0002829,http://purl.obolibrary.org/obo/HP_0002829,0.562
ukb-d-XXI_HEALTHFACTORS,Factors influencing health status and contact with health services,encounter with health service,EFO:0009786,http://www.ebi.ac.uk/efo/EFO_0009786,0.572
finn-b-I9_K_CARDIAC,Death due to cardiac causes,heart disease,EFO:0003777,http://www.ebi.ac.uk/efo/EFO_0003777,0.583
ukb-e-M54_CSA,M54 Dorsalgia,dorsal,EFO:0001656,http://www.ebi.ac.uk/efo/EFO_0001656,0.571
ukb-e-100160_AFR,Low calorie drink intake,energy intake,EFO:0003939,http://www.ebi.ac.uk/efo/EFO_0003939,0.591
ukb-b-19462,Operative procedures - secondary OPCS: Y73.1 Cardiopulmonary bypass,cor pulmonale,MONDO:0004596,http://purl.obolibrary.org/obo/MONDO_0004596,0.558
finn-b-F5_KELAMENT,Kela-cod for severe mental illness,psychiatric disorder,MONDO:0002025,http://purl.obolibrary.org/obo/MONDO_0002025,0.594
finn-b-ST19_TOXIC_EFFECT_OTHER_UNSPE_SUBST,Toxic effect of other and unspecified substances,heavy metal poisoning,EFO:1001518,http://www.ebi.ac.uk/efo/EFO_1001518,0.578
ukb-d-L12_SCARCONDITIONS,Scar conditions and fibrosis of skin,fibrosis,EFO:0006890,http://www.ebi.ac.uk/efo/EFO_0006890,0.606
ukb-e-1021_CSA,Duration of light DIY,duration,EFO:0000433,http://www.ebi.ac.uk/efo/EFO_0000433,0.569
ukb-b-13190,"Diagnoses - main ICD10: G43.9 Migraine, unspecified",migraine disorder,MONDO:0005277,http://purl.obolibrary.org/obo/MONDO_0005277,0.597
ukb-b-8988,Diagnoses - main ICD10: K80.1 Calculus of gallbladder with other cholecystitis,acalculous cholecystitis,EFO:1000790,http://www.ebi.ac.uk/efo/EFO_1000790,0.601
ukb-b-17241,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema",allergic rhinitis,EFO:0005854,http://www.ebi.ac.uk/efo/EFO_0005854,0.569
ukb-a-528,Diagnoses - main ICD10: G56 Mononeuropathies of upper limb,diabetic neuropathy,EFO:1000783,http://www.ebi.ac.uk/efo/EFO_1000783,0.557
ukb-b-7330,Diagnoses - main ICD10: K31.7 Polyp of stomach and duodenum,stomach polyp,MONDO:0008277,http://purl.obolibrary.org/obo/MONDO_0008277,0.593
ukb-b-20078,"Non-cancer illness code, self-reported: gastric/stomach ulcers",gastric ulcer,EFO:0009454,http://www.ebi.ac.uk/efo/EFO_0009454,0.582
ukb-a-227,Alcohol drinker status: Previous,alcohol drinking,EFO:0004329,http://www.ebi.ac.uk/efo/EFO_0004329,0.555
ukb-d-L02,"Diagnoses - main ICD10: L02 Cutaneous abscess, furuncle and carbuncle",Furuncle,HP:0020083,http://purl.obolibrary.org/obo/HP_0020083,0.555
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE,Other symptoms and signs involving cognitive functions and awareness,neurobehavioral manifestations,EFO:0004364,http://www.ebi.ac.uk/efo/EFO_0004364,0.593
finn-b-VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL,Evidence of alcohol involvement determined by blood alcohol level,alcohol dependence,MONDO:0007079,http://purl.obolibrary.org/obo/MONDO_0007079,0.566
ukb-b-13696,"Diagnoses - main ICD10: O04.9 Complete or unspecified, without complication",complication,EFO:0009518,http://www.ebi.ac.uk/efo/EFO_0009518,0.577
ukb-a-135,Treatment/medication code: vitamin b12 preparation,vitamin B12 measurement,EFO:0004620,http://www.ebi.ac.uk/efo/EFO_0004620,0.567
ukb-e-6154_p6_CSA,"Medication for pain relief, constipation, heartburn",Constipation,HP:0002019,http://purl.obolibrary.org/obo/HP_0002019,0.552
finn-b-R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",abnormal result of function studies,EFO:0009628,http://www.ebi.ac.uk/efo/EFO_0009628,0.564
finn-b-Z21_ACQUI_ABSENCE_LIMB,Acquired absence of limb,Tibial hemimelia,ORPHANET.ORDO:93322,http://www.orpha.net/ORDO/Orphanet_93322,0.582
ukb-a-239,Loneliness  isolation,loneliness measurement,EFO:0007865,http://www.ebi.ac.uk/efo/EFO_0007865,0.588
ukb-e-894_MID,Duration of moderate activity,duration,EFO:0000433,http://www.ebi.ac.uk/efo/EFO_0000433,0.558
ukb-b-16313,Diagnoses - main ICD10: N23 Unspecified renal colic,Renal Colic,EFO:1001412,http://www.ebi.ac.uk/efo/EFO_1001412,0.567
ukb-e-41245_p36_AFR,Main speciality of consultant (recoded),consultant,EFO:0001732,http://www.ebi.ac.uk/efo/EFO_0001732,0.592
ukb-b-14177,Vascular/heart problems diagnosed by doctor: High blood pressure,hypertension,EFO:0000537,http://www.ebi.ac.uk/efo/EFO_0000537,0.595
ukb-b-17796,"Diagnoses - secondary ICD10: M81.99 Osteoporosis, unspecified (Site unspecified)",osteoporosis,EFO:0003882,http://www.ebi.ac.uk/efo/EFO_0003882,0.566
ukb-e-23112_EAS,Leg fat mass (right),right,EFO:0001659,http://www.ebi.ac.uk/efo/EFO_0001659,0.58
ukb-e-100390_CSA,Tea consumed,tea consumption measurement,EFO:0010091,http://www.ebi.ac.uk/efo/EFO_0010091,0.568
ukb-d-N83,"Diagnoses - main ICD10: N83 Noninflammatory disorders of ovary, Fallopian tube and broad ligament",salpingitis,MONDO:0003619,http://purl.obolibrary.org/obo/MONDO_0003619,0.587
ukb-b-19732,"Non-cancer illness code, self-reported: hypothyroidism/myxoedema",hypothyroidism,EFO:0004705,http://www.ebi.ac.uk/efo/EFO_0004705,0.566
ukb-e-1960_CSA,Fed-up feelings,Fish-eye disease,ORPHANET.ORDO:79292,http://www.orpha.net/ORDO/Orphanet_79292,0.572
ukb-b-4533,"Non-cancer illness code, self-reported: pneumonia",pneumonia,EFO:0003106,http://www.ebi.ac.uk/efo/EFO_0003106,0.631
ukb-e-1960_AFR,Fed-up feelings,Fish-eye disease,ORPHANET.ORDO:79292,http://www.orpha.net/ORDO/Orphanet_79292,0.572
ukb-d-22617_3537,Job SOC coding: Financial and accounting technicians,technician,EFO:0009739,http://www.ebi.ac.uk/efo/EFO_0009739,0.555
finn-b-CD2_BENIGN_MELANOCYTIC_LIP_EXALLC,Melanocytic naevi of lip (all cancers excluded),Large congenital melanocytic nevus,ORPHANET.ORDO:626,http://www.orpha.net/ORDO/Orphanet_626,0.573
ukb-e-6154_p4_CSA,"Medication for pain relief, constipation, heartburn",Constipation,HP:0002019,http://purl.obolibrary.org/obo/HP_0002019,0.552
finn-b-F5_ADHD,Disturbance of activity and attention,endocrine system disease,EFO:0001379,http://www.ebi.ac.uk/efo/EFO_0001379,0.564
finn-b-Z21_SUPERV_NORMAL_PREGNAC1,Supervision of normal pregnancy,pregnancy,EFO:0002950,http://www.ebi.ac.uk/efo/EFO_0002950,0.566
ukb-e-2764_EAS,Age at last live birth,age at first birth measurement,EFO:0009101,http://www.ebi.ac.uk/efo/EFO_0009101,0.573
ukb-e-recode3_CSA,"Smoking status, ever vs never",smoking status measurement,EFO:0006527,http://www.ebi.ac.uk/efo/EFO_0006527,0.571
finn-b-ST19_BURN_CORROSION_CONFIN_EYE_ADNEXA,Burn and corrosion confined to eye and adnexa,eye adnexa disease,EFO:0009546,http://www.ebi.ac.uk/efo/EFO_0009546,0.593
finn-b-ASTHMA_MIXED_EXMORE,Asthma mixed form (mode) (more controls excluded),asthma,MONDO:0004979,http://purl.obolibrary.org/obo/MONDO_0004979,0.555
ukb-b-13806,"Non-cancer illness code, self-reported: type 2 diabetes",type 2 diabetes mellitus,MONDO:0005148,http://purl.obolibrary.org/obo/MONDO_0005148,0.566
ukb-b-8727,Age at last live birth,age at first birth measurement,EFO:0009101,http://www.ebi.ac.uk/efo/EFO_0009101,0.573
prot-a-2153,Osteoclast-associated immunoglobulin-like receptor,polymeric immunoglobulin receptor measurement,EFO:0008267,http://www.ebi.ac.uk/efo/EFO_0008267,0.569
prot-a-603,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",ectonucleotide pyrophosphatase/phosphodiesterase family member 7 measurement,EFO:0020344,http://www.ebi.ac.uk/efo/EFO_0020344,0.561
prot-a-1835,Epididymis-specific alpha-mannosidase,alpha-mannosidosis,MONDO:0009561,http://purl.obolibrary.org/obo/MONDO_0009561,0.57
met-b-140,Lymph:%NK,lymphatic system disease,EFO:0007352,http://www.ebi.ac.uk/efo/EFO_0007352,0.582
prot-b-36,renin,renin measurement,EFO:0010616,http://www.ebi.ac.uk/efo/EFO_0010616,0.594
prot-a-2100,Neuropilin-2,neuropilin-1 measurement,EFO:0020603,http://www.ebi.ac.uk/efo/EFO_0020603,0.572
met-d-TG_by_PG,Ratio of triglycerides to phosphoglycerides,phosphoglyceric acid measurement,EFO:0010523,http://www.ebi.ac.uk/efo/EFO_0010523,0.576
prot-a-413,G2/mitotic-specific cyclin-B1,g2/mitotic-specific cyclin-B1 measurement,EFO:0020396,http://www.ebi.ac.uk/efo/EFO_0020396,0.581
prot-a-1709,Neutrophil gelatinase-associated lipocalin,functional neutrophil defect,MONDO:0015978,http://purl.obolibrary.org/obo/MONDO_0015978,0.556
ebi-a-GCST006099,Accelerometer-based physical activity measurement (average acceleration),physical activity measurement,EFO:0008002,http://www.ebi.ac.uk/efo/EFO_0008002,0.586
prot-c-2524_56_3,HMG-1,3-hydroxy-3-methylglutaric aciduria,MONDO:0009520,http://purl.obolibrary.org/obo/MONDO_0009520,0.574
ubm-a-2688,volume Optic-Chiasm,volume,EFO:0001715,http://www.ebi.ac.uk/efo/EFO_0001715,0.557
ebi-a-GCST90010327,Meteorin-like protein levels,protein measurement,EFO:0004747,http://www.ebi.ac.uk/efo/EFO_0004747,0.625
ukb-b-4616,Nap during day,"nap during day, self-reported",EFO:0009818,http://www.ebi.ac.uk/efo/EFO_0009818,0.58
ubm-a-584,IDP dMRI TBSS ISOVF Splenium of corpus callosum,Hypoplasia of the corpus callosum,HP:0002079,http://purl.obolibrary.org/obo/HP_0002079,0.566
ebi-a-GCST90001445,IgD- CD38- B cell %B cell,B cell derived cell line,EFO:0001640,http://www.ebi.ac.uk/efo/EFO_0001640,0.576
prot-a-3185,Vesicle-associated membrane protein 3,beta-secretase 1 measurement,EFO:0009179,http://www.ebi.ac.uk/efo/EFO_0009179,0.583
prot-c-3040_59_1,MIP-1a,autoimmune type 1 diabetes,EFO:0009756,http://www.ebi.ac.uk/efo/EFO_0009756,0.584
prot-a-1959,S-methyl-5'-thioadenosine phosphorylase,purine nucleoside phosphorylase deficiency,MONDO:0013171,http://purl.obolibrary.org/obo/MONDO_0013171,0.599
prot-a-2078,N-terminal pro-BNP,BNP measurement,EFO:0006920,http://www.ebi.ac.uk/efo/EFO_0006920,0.562
prot-a-2702,Serpin I2,serpinopathy,MONDO:0027749,http://purl.obolibrary.org/obo/MONDO_0027749,0.583
ebi-a-GCST90001553,Naive CD8+ T cell %T cell,T-Cell Prolymphocytic Leukemia,EFO:1000560,http://www.ebi.ac.uk/efo/EFO_1000560,0.573
prot-a-3006,Transmembrane protein 234,transmembrane glycoprotein NMB measurement,EFO:0008303,http://www.ebi.ac.uk/efo/EFO_0008303,0.593
prot-a-416,Cyclin-H,intermediate uveitis,EFO:1000986,http://www.ebi.ac.uk/efo/EFO_1000986,0.564
met-a-610,"X-12442--5,8-tetradecadienoate","X12442--5,8-tetradecadienoate measurement",EFO:0021308,http://www.ebi.ac.uk/efo/EFO_0021308,0.561
prot-a-738,C-X-C motif chemokine 10,CCL17 measurement,EFO:0009414,http://www.ebi.ac.uk/efo/EFO_0009414,0.587
ebi-a-GCST90001851,CD3 on T cell,ES-D3,EFO:0005910,http://www.ebi.ac.uk/efo/EFO_0005910,0.59
prot-a-2219,"cGMP-dependent 3',5'-cyclic phosphodiesterase","cGMP-specific 3',5'-cyclic phosphodiesterase measurement",EFO:0008081,http://www.ebi.ac.uk/efo/EFO_0008081,0.572
prot-b-53,C-C motif chemokine ligand 3,C-C motif chemokine 3 measurement,EFO:0008051,http://www.ebi.ac.uk/efo/EFO_0008051,0.57
prot-a-486,Cadherin-7,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.596
prot-a-1565,IQ domain-containing protein F1,CUB domain containing protein 1 measurement,EFO:0010776,http://www.ebi.ac.uk/efo/EFO_0010776,0.597
ebi-a-GCST90002010,HLA DR on monocyte,monocyte count,EFO:0005091,http://www.ebi.ac.uk/efo/EFO_0005091,0.572
prot-c-3716_63_2,IFN-g R1,ring chromosome 1,MONDO:0015430,http://purl.obolibrary.org/obo/MONDO_0015430,0.581
prot-a-2783,Submaxillary gland androgen-regulated protein 3B,submandibular gland cancer,MONDO:0004724,http://purl.obolibrary.org/obo/MONDO_0004724,0.577
prot-c-2638_12_2,M-CSF R,Abnormality of the cerebrospinal fluid,HP:0002921,http://purl.obolibrary.org/obo/HP_0002921,0.55
ubm-a-2551,NET100 1395,HCC1395,EFO:0002185,http://www.ebi.ac.uk/efo/EFO_0002185,0.586
ebi-a-GCST90002006,CD64 on monocyte,monocyte count,EFO:0005091,http://www.ebi.ac.uk/efo/EFO_0005091,0.554
ebi-a-GCST90011306,C_Erysipelotrichia abundance,Erysipelothrix rhusiopathiae infectious disease,EFO:1000928,http://www.ebi.ac.uk/efo/EFO_1000928,0.596
met-d-Total_PL,Total phospholipids in lipoprotein particles,phospholipids:total lipids ratio,EFO:0020946,http://www.ebi.ac.uk/efo/EFO_0020946,0.597
ubm-a-487,IDP dMRI TBSS ICVF Body of corpus callosum,Hypoplasia of the corpus callosum,HP:0002079,http://purl.obolibrary.org/obo/HP_0002079,0.586
ebi-a-GCST90001857,CD3 on activated & secreting CD4 regulatory T cell,CCL5 measurement,EFO:0005117,http://www.ebi.ac.uk/efo/EFO_0005117,0.561
prot-a-1592,Integral membrane protein 2C,NKG2-D type II integral membrane protein measurement,EFO:0008250,http://www.ebi.ac.uk/efo/EFO_0008250,0.572
met-c-936,Total fatty acids,fatty acid measurement,EFO:0005110,http://www.ebi.ac.uk/efo/EFO_0005110,0.582
ebi-a-GCST90001437,Naive-mature B cell %lymphocyte,neoplasm of mature B-cells,EFO:0000096,http://www.ebi.ac.uk/efo/EFO_0000096,0.607
prot-a-1905,Histone-lysine N-methyltransferase 2D,histone-lysine n-methyltransferase EHMT2 measurement,EFO:0020455,http://www.ebi.ac.uk/efo/EFO_0020455,0.593
ebi-a-GCST90016987,Gut microbiota abundance (genus Desulfovibrio id.3173),commensal Desulfovibrionaceae infectious disease,EFO:1000875,http://www.ebi.ac.uk/efo/EFO_1000875,0.572
ukb-b-311,White wine intake,white wine liking measurement,EFO:0006948,http://www.ebi.ac.uk/efo/EFO_0006948,0.59
ebi-a-GCST90010261,Spondin-1 levels,antinuclear antibody measurement,EFO:0005949,http://www.ebi.ac.uk/efo/EFO_0005949,0.572
prot-a-1251,Glycoprotein hormone alpha-2,Glycoproteinosis,ORPHANET.ORDO:309279,http://www.orpha.net/ORDO/Orphanet_309279,0.57
met-a-349,Heptanoate (7:0),heptanoate 7:0 measurement,EFO:0021104,http://www.ebi.ac.uk/efo/EFO_0021104,0.571
ukb-b-9686,Sweet potato intake,sweet syndrome,MONDO:0011959,http://purl.obolibrary.org/obo/MONDO_0011959,0.569
prot-a-2312,Mismatch repair endonuclease PMS2,mismatch repair cancer syndrome 1,MONDO:0010159,http://purl.obolibrary.org/obo/MONDO_0010159,0.551
ebi-a-GCST90002002,PDL-1 on monocyte,monocyte count,EFO:0005091,http://www.ebi.ac.uk/efo/EFO_0005091,0.56
prot-a-2933,TATA-box-binding protein,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.582
prot-a-2601,Ribonucleoside-diphosphate reductase large subunit,nucleoside diphosphate kinase A measurement,EFO:0009947,http://www.ebi.ac.uk/efo/EFO_0009947,0.572
ebi-a-GCST90011352,O_Erysipelotrichales abundance,Erysipelothrix rhusiopathiae infectious disease,EFO:1000928,http://www.ebi.ac.uk/efo/EFO_1000928,0.591
met-c-855,Omega-3 fatty acids,omega-3 polyunsaturated fatty acid measurement,EFO:0010119,http://www.ebi.ac.uk/efo/EFO_0010119,0.594
ubm-a-425,IDP dMRI TBSS L2 Cingulum hippocampus L,Hypoplastic hippocampus,HP:0025517,http://purl.obolibrary.org/obo/HP_0025517,0.616
prot-b-57,C-X-C motif chemokine ligand 16,C-C motif chemokine 16 measurement,EFO:0008044,http://www.ebi.ac.uk/efo/EFO_0008044,0.583
prot-a-308,"ES1 protein homolog, mitochondrial",Mitochondrial disorder due to a defect in mitochondrial protein synthesis,ORPHANET.ORDO:35696,http://www.orpha.net/ORDO/Orphanet_35696,0.592
ubm-a-1358,NET100 0202,C0202,EFO:0007072,http://www.ebi.ac.uk/efo/EFO_0007072,0.6
prot-c-4138_25_2,IL-20,ring chromosome 20,MONDO:0015436,http://purl.obolibrary.org/obo/MONDO_0015436,0.563
ubm-a-1933,NET100 0777,CS57777,EFO:0000114,http://www.ebi.ac.uk/efo/EFO_0000114,0.576
ebi-a-GCST90001461,Dendritic Cell Absolute Count,dendritic cell tumor,MONDO:0020082,http://purl.obolibrary.org/obo/MONDO_0020082,0.589
prot-a-3182,Uronyl 2-sulfotransferase,carbohydrate sulfotransferase 2 measurement,EFO:0020225,http://www.ebi.ac.uk/efo/EFO_0020225,0.579
met-d-XL_VLDL_PL,Phospholipids in very large VLDL,lysosomal storage disease,MONDO:0002561,http://purl.obolibrary.org/obo/MONDO_0002561,0.623
prot-a-2031,Protein kinase C-binding protein NELL2,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.603
prot-a-655,CREB-binding protein,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.608
prot-a-2805,Protein SPACA7,Oculocutaneous albinism type 7,ORPHANET.ORDO:352745,http://www.orpha.net/ORDO/Orphanet_352745,0.562
prot-a-674,Beta-crystallin B2,miliaria rubra,EFO:1000735,http://www.ebi.ac.uk/efo/EFO_1000735,0.562
prot-c-2640_3_2,MSP R,corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome,MONDO:0014089,http://purl.obolibrary.org/obo/MONDO_0014089,0.568
ubm-a-280,IDP dMRI TBSS MD Cingulum hippocampus R,Hypoplastic hippocampus,HP:0025517,http://purl.obolibrary.org/obo/HP_0025517,0.616
prot-a-281,Platelet receptor Gi24,Scott syndrome,MONDO:0009885,http://purl.obolibrary.org/obo/MONDO_0009885,0.572
prot-b-41,X-prolyl aminopeptidase 2,methionine aminopeptidase 2 measurement,EFO:0008232,http://www.ebi.ac.uk/efo/EFO_0008232,0.569
ukb-a-238,Pack years adult smoking as proportion of life span exposed to smoking PREVIEW ONLY,smoking behavior,EFO:0004318,http://www.ebi.ac.uk/efo/EFO_0004318,0.563
prot-a-1330,Probable E3 ubiquitin-protein ligase HERC4,syndromic multisystem autoimmune disease due to ITCH deficiency,MONDO:0013245,http://purl.obolibrary.org/obo/MONDO_0013245,0.578
met-a-329,Palmitate (16:0),palmitate 16:0 measurement,EFO:0021071,http://www.ebi.ac.uk/efo/EFO_0021071,0.557
ebi-a-GCST90020168,Executive function (verbal digit span backwards test),executive function,EFO:0007046,http://www.ebi.ac.uk/efo/EFO_0007046,0.575
ukb-b-3768,Age when periods started (menarche),age at menarche,EFO:0004703,http://www.ebi.ac.uk/efo/EFO_0004703,0.603
prot-a-1246,Glypican-3,glypican-2 measurement,EFO:0020414,http://www.ebi.ac.uk/efo/EFO_0020414,0.569
prot-a-2560,E3 ubiquitin-protein ligase RNF114,syndromic multisystem autoimmune disease due to ITCH deficiency,MONDO:0013245,http://purl.obolibrary.org/obo/MONDO_0013245,0.605
prot-a-1833,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",alpha-mannosidosis,MONDO:0009561,http://purl.obolibrary.org/obo/MONDO_0009561,0.581
prot-a-935,ER membrane protein complex subunit 1,proteasome activator complex subunit 1 measurement,EFO:0020661,http://www.ebi.ac.uk/efo/EFO_0020661,0.554
met-c-865,Mean diameter for HDL particles,LDL peak particle diameter measurement,EFO:0007677,http://www.ebi.ac.uk/efo/EFO_0007677,0.577
prot-a-660,Cysteine-rich motor neuron 1 protein,motor neuron disease,EFO:0003782,http://www.ebi.ac.uk/efo/EFO_0003782,0.565
prot-c-4280_47_2,PSA2,psoriatic arthritis,EFO:0003778,http://www.ebi.ac.uk/efo/EFO_0003778,0.587
prot-a-2558,Ribonuclease H1,small nuclear ribonucleoprotein F measurement,EFO:0008288,http://www.ebi.ac.uk/efo/EFO_0008288,0.555
prot-a-2998,Transmembrane protein 132B,transmembrane glycoprotein NMB measurement,EFO:0008303,http://www.ebi.ac.uk/efo/EFO_0008303,0.571
met-d-S_HDL_TG,Triglycerides in small HDL,triglyceride measurement,EFO:0004530,http://www.ebi.ac.uk/efo/EFO_0004530,0.566
prot-a-811,Diacylglycerol kinase beta,diacylglycerol 32.2 measurement,EFO:0020055,http://www.ebi.ac.uk/efo/EFO_0020055,0.592
ebi-a-GCST90000288,Myocardial fractal dimension (slice 2),myocardial disorder,MONDO:0024643,http://purl.obolibrary.org/obo/MONDO_0024643,0.553
prot-c-4129_72_1,Factor B,Combined deficiency of factor V and factor VIII,ORPHANET.ORDO:35909,http://www.orpha.net/ORDO/Orphanet_35909,0.597
ebi-a-GCST90007324,circulating leptin levels adjusted for BMI,BMI-adjusted leptin measurement,EFO:0007793,http://www.ebi.ac.uk/efo/EFO_0007793,0.559
prot-a-1281,"GrpE protein homolog 1, mitochondrial",Mitochondrial disorder due to a defect in mitochondrial protein synthesis,ORPHANET.ORDO:35696,http://www.orpha.net/ORDO/Orphanet_35696,0.592
ukb-b-7138,Age stopped smoking,smoking behavior,EFO:0004318,http://www.ebi.ac.uk/efo/EFO_0004318,0.61
prot-c-4471_50_2,TGM3,Hyper-IgM syndrome type 3,ORPHANET.ORDO:101090,http://www.orpha.net/ORDO/Orphanet_101090,0.58
ebi-a-GCST90000465,EN-RAGE levels,serum IgE measurement,EFO:0004579,http://www.ebi.ac.uk/efo/EFO_0004579,0.621
ebi-a-GCST90010332,Neuronal pentraxin receptor levels,leptin receptor measurement,EFO:0004635,http://www.ebi.ac.uk/efo/EFO_0004635,0.585
ebi-a-GCST90001894,CD28 on CD28+ CD4+ T cell,anti-CD28,EFO:0003304,http://www.ebi.ac.uk/efo/EFO_0003304,0.56
prot-a-2052,Nischarin,neonatal ichthyosis-sclerosing cholangitis syndrome,MONDO:0011874,http://purl.obolibrary.org/obo/MONDO_0011874,0.585
prot-a-3159,NKG2D ligand 1,NKG2-D ligand 1 measurement,EFO:0020609,http://www.ebi.ac.uk/efo/EFO_0020609,0.608
ubm-a-472,IDP dMRI TBSS L3 Cingulum hippocampus R,Hypoplastic hippocampus,HP:0025517,http://purl.obolibrary.org/obo/HP_0025517,0.616
prot-a-445,T-cell surface glycoprotein CD3 epsilon chain,t-cell surface glycoprotein CD4 measurement,EFO:0020760,http://www.ebi.ac.uk/efo/EFO_0020760,0.551
ebi-a-GCST90000439,Axin-1 levels,antinuclear antibody measurement,EFO:0005949,http://www.ebi.ac.uk/efo/EFO_0005949,0.558
prot-a-1168,Polypeptide N-acetylgalactosaminyltransferase 11,MGAT2-CDG,MONDO:0008908,http://purl.obolibrary.org/obo/MONDO_0008908,0.555
prot-a-934,Engulfment and cell motility protein 1,defective phagocytic cell engulfment,MONDO:0024626,http://purl.obolibrary.org/obo/MONDO_0024626,0.57
prot-a-1115,Inactive peptidyl-prolyl cis-trans isomerase FKBP6,peptidyl-prolyl cis-trans isomerase A measurement,EFO:0020625,http://www.ebi.ac.uk/efo/EFO_0020625,0.589
ieu-b-4904,Anti-Influenza virus subtype H3N2 IgG levels,Anti-influenza A virus IgG measurement,EFO:0009354,http://www.ebi.ac.uk/efo/EFO_0009354,0.586
prot-a-2372,Glucosidase 2 subunit beta,MOGS-CDG,MONDO:0011629,http://purl.obolibrary.org/obo/MONDO_0011629,0.607
prot-a-1167,Polypeptide N-acetylgalactosaminyltransferase 10,MGAT2-CDG,MONDO:0008908,http://purl.obolibrary.org/obo/MONDO_0008908,0.56
ebi-a-GCST90010126,Galectin-9 levels,e-selectin measurement,EFO:0004575,http://www.ebi.ac.uk/efo/EFO_0004575,0.589
prot-a-2399,PH and SEC7 domain-containing protein 2,CUB domain containing protein 1 measurement,EFO:0010776,http://www.ebi.ac.uk/efo/EFO_0010776,0.602
prot-c-3714_49_2,CK-MB,CK syndrome,MONDO:0010441,http://purl.obolibrary.org/obo/MONDO_0010441,0.565
prot-a-2698,Pigment epithelium-derived factor,xeroderma pigmentosum,MONDO:0019600,http://purl.obolibrary.org/obo/MONDO_0019600,0.588
prot-a-2389,Transmembrane gamma-carboxyglutamic acid protein 4,osteocalcin measurement,EFO:0010232,http://www.ebi.ac.uk/efo/EFO_0010232,0.586
prot-a-582,C-type lectin-like domain family 1,C-type lectin domain family 1 member B measurement,EFO:0020200,http://www.ebi.ac.uk/efo/EFO_0020200,0.572
prot-c-4332_6_2,CLC1B,small cell lung carcinoma,EFO:0000702,http://www.ebi.ac.uk/efo/EFO_0000702,0.553
ubm-a-3060,DKTatlas rh superiortemporal thickness,left superior temporal gyrus thickness measurement,EFO:0007739,http://www.ebi.ac.uk/efo/EFO_0007739,0.581
prot-c-4476_22_2,ZAP70,Combined immunodeficiency due to ZAP70 deficiency,ORPHANET.ORDO:911,http://www.orpha.net/ORDO/Orphanet_911,0.573
prot-a-1964,"Poly(A) RNA polymerase, mitochondrial",Mitochondrial disease,ORPHANET.ORDO:68380,http://www.orpha.net/ORDO/Orphanet_68380,0.564
ebi-a-GCST005353,GLP-1-stimulated insulin secretion,GLP-1-stimulated insulin response,EFO:0008531,http://www.ebi.ac.uk/efo/EFO_0008531,0.551
met-d-XXL_VLDL_CE,Cholesteryl esters in chylomicrons and extremely large VLDL,cholesteryl ester measurement,EFO:0010351,http://www.ebi.ac.uk/efo/EFO_0010351,0.551
prot-a-625,Collagen alpha-1(VIII) chain,type 2 collagenopathy,MONDO:0022800,http://purl.obolibrary.org/obo/MONDO_0022800,0.575
ukb-b-14166,Battered fish intake,fish consumption measurement,EFO:0010139,http://www.ebi.ac.uk/efo/EFO_0010139,0.593
ebi-a-GCST90001617,TCRgd T cell %lymphocyte,T-cell immunodeficiency,MONDO:0003780,http://purl.obolibrary.org/obo/MONDO_0003780,0.565
prot-c-2774_10_3,IL-16,ring chromosome 16,MONDO:0019909,http://purl.obolibrary.org/obo/MONDO_0019909,0.572
prot-c-3853_56_1,MDHC,Pyruvate dehydrogenase deficiency,ORPHANET.ORDO:765,http://www.orpha.net/ORDO/Orphanet_765,0.58
prot-a-2103,Neurexin-1,neurexin-1-beta measurement,EFO:0020596,http://www.ebi.ac.uk/efo/EFO_0020596,0.556
ebi-a-GCST90006924,Merkel cell polyomavirus VP1 antibody levels,anti-polyomavirus 2 antibody measurement,EFO:0010900,http://www.ebi.ac.uk/efo/EFO_0010900,0.601
met-d-Omega_3,Omega-3 fatty acids,omega-3 polyunsaturated fatty acid measurement,EFO:0010119,http://www.ebi.ac.uk/efo/EFO_0010119,0.594
ebi-a-GCST90000494,Sirtuin-2 levels,sirtuin-2 measurement,EFO:0010795,http://www.ebi.ac.uk/efo/EFO_0010795,0.578
